identifier,n_code,Source,c_custodian,Topics,Keywords,Title,AltTitle,Abstract,Lineage,Exclue,SME_Reviewed,lvl1-001,lvl2-001,lvl3-001,lvl3-002,lvl3-003,lvl3-004,lvl3-005,lvl3-006,lvl3-007,lvl3-008,lvl3-009,lvl3-010,lvl3-011,lvl3-012,lvl3-013,lvl3-014,lvl3-015,lvl3-016,lvl3-017,lvl2-002,lvl3-018,lvl3-019,lvl3-020,lvl3-021,lvl2-003,lvl3-022,lvl3-023,lvl3-024,lvl3-025,lvl3-026,lvl3-027,lvl3-028,lvl3-029,lvl3-030,lvl3-031,lvl3-032,lvl3-033,lvl3-034,lvl3-200,lvl3-201,lvl2-004,lvl3-035,lvl3-036,lvl3-037,lvl3-038,lvl3-039,lvl3-040,lvl3-041,lvl3-042,lvl2-005,lvl3-043,lvl3-044,lvl3-045,lvl3-046,lvl3-047,lvl3-048,lvl1-002,lvl2-006,lvl3-049,lvl3-050,lvl3-051,lvl3-052,lvl2-007,lvl3-053,lvl3-054,lvl3-055,lvl3-056,lvl2-008,lvl3-057,lvl3-058,lvl3-059,lvl1-003,lvl2-009,lvl2-010,lvl1-004,lvl2-011,lvl3-060,lvl3-061,lvl3-062,lvl3-063,lvl3-064,lvl3-065,lvl2-012,lvl3-067,lvl3-068,lvl3-069,lvl3-070,lvl3-071,lvl3-072,lvl3-073,lvl3-074,lvl3-075,lvl2-013,lvl3-066,lvl3-076,lvl3-077,lvl3-078,lvl3-079,lvl3-080,lvl3-081,lvl3-082,lvl3-083,lvl2-014,lvl3-084,lvl3-085,lvl3-086,lvl3-087,lvl3-088,lvl3-089,lvl2-015,lvl3-090,lvl3-091,lvl3-092,lvl3-093,lvl3-094,lvl3-095,lvl3-096,lvl3-097,lvl3-098,lvl3-099,lvl3-100,lvl3-101,lvl3-102,lvl3-103,lvl3-104,lvl3-105,lvl3-106,lvl3-107,lvl3-108,lvl2-016,lvl3-109,lvl3-110,lvl3-111,lvl3-112,lvl3-113,lvl3-114,lvl3-115
13,13,NE Sample,Ordnance Survey,location ,maps and mapping; geographic information; roads; buildings,1:50 000 Scale Colour Raster,,"Small-scale static map backdrop showing all roads and buildings as blocks of colour to allow easy identification of land features. Particularly suited to development, environmental analysis and land use planning. Derived from OS Landranger map series. ",,,Basemap,Y,Y,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,
14,14,NE Sample,Ordnance Survey ,location ,atlases; geographic information; place names; place name dictionaries [note: NECV uses the term 'atlases' not 'Gazetteer'],1:50 000 Scale Gazetteer,,"Small-scale Gazetteer enabling the user to find locations around the country quickly and in one seamless file. Highly detailed containing over 250,000 names from small villages to cities as featured on the 1:50 000 Scale Colour Raster",,,Basemap,Y,Y,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,
15,15,NE Sample,Ordnance Survey,location ,maps and mapping; geographic information; roads; buildings,1:50 000 Scale Greyscale Raster,,"Small-scale static map backdrop showing all roads and buildings as blocks of colour to allow easy identification of land features. Particularly suited to development, environmental analysis and land use planning. Derived from OS Landranger map series. ",,,Reviewed,Y,Y,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,
16,16,NE Sample,British Geological Survey (BGS),geoscientificInformation ,geology; sediments; maps and mapping; geographic information,1:50 000 Solid and Drift Geology,DiGMap-GB 50 onshore geology map data at 1:50 000 scale for GB,"Data identifying landscape areas (shown as polygons) attributed with geological names. The scale of the data is 1:50 000 scale. Onshore coverage is provided for all of England, Wales, Scotland and the Isle of Man. Data are supplied as five themes: bedrock, superficial deposits, mass movement, artificial ground and linear features. Bedrock geology describes the main mass of solid rocks forming the earth's crust. Bedrock is present everywhere, whether exposed at surface in outcrops or concealed beneath superficial deposits or water bodies. Geological names are based on the lithostratigraphic or lithodemic hierarchy. The lithostratigraphic scheme arranges rock bodies into units based on rock-type and geological time of formation. Where rock-types do not fit into the lithostratigraphic scheme, for example intrusive, deformed rocks subjected to heat and pressure resulting in new or changed rock types; then their classification is based on their rock-type or lithological composition. This assesses visible features such as texture, structure, mineralogy. Superficial deposits are younger geological deposits formed during the most recent geological time; the Quaternary. These deposits rest on older rocks or deposits referred to as bedrock. The superficial deposits theme defines landscape areas (shown as polygons) attributed with a geological name and their deposit-type or lithological composition. Mass movement describes areas where deposits have moved down slope under gravity to form landslips. These landslips can affect bedrock, superficial or artificial ground. Mass movement deposits are described in the BGS Rock Classification Scheme Volume 4. However this data also includes foundered strata, where ground has collapsed due to subsidence (this is not described in the Rock Classification Scheme). Caution should be exercised with this data; historically BGS has not always recorded mass movement events and due to the dynamic nature of occurrence significant changes may have occurred since the data was released. Artificial (man-made) theme (shown as polygons) indicates areas where the ground surface has been significantly modified by human activity. Whilst artificial ground may not be considered as part of the 'real geology' of bedrock and superficial deposits it does affect them. Artificial ground impacts on the near surface ground conditions which are important to human activities and economic development. Due to the constantly changing nature of land use and re-use/redevelopment, caution must be exercised when using this data as it represents a snapshot in time rather than an evolving picture hence the data may become dated very rapidly. Linear features (shown as polylines) represent geological structural features e.g. faults, folds or landforms e.g. buried channels, glacial drainage channels at the ground or bedrock surface (beneath superficial deposits). Linear features are associated most closely with the bedrock theme either as an intrinsic part of it for example marine bands or affecting it in the case of faults. Landform elements are associated with both bedrock and superficial deposits.","Generalised digital geological map data based on BGS's New Series 1:50 000 and 1:63 360 scale (one-inch to one-mile) maps with updated nomenclature. Includes a few 1:100 000 scale maps of Orkneys and Hebrides.Many existing 'paper-only' maps have been digitised, and the nomenclature, particularly of older maps, updated to current usage.",,Reviewed,Y,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,18,NE Sample,British Geological Survey (BGS),geoscientificInformation ,sediments; geology; erosion; glaciations; maps and mapping; geographic information,1:625 000 Drift Geology,DiGMapGB-625,Small scale vector data of sediments (alluvial / glacial deposits)  in England & Wales,,,Reviewed,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19,NE Sample,Natural England,society ,settlements; urban areas; rural areas; maps and mapping; geographic information,10 class settlement morphology,,Rural and Urban Definitions Grid showing settlement classification,,,Basemap,Y,Y,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,
284cad1101b122a80c0df05ccd178aa4,2737,MEDIN Sample,Gardline Limited,"elevation,inlandWaters",,11209 HOW03 GP1B Lot 4 Geophysical UHR Survey 2018 - Trackplot,,"Wind Farm Identifier: HOW03 LOT4; Survey Details: Geophysical 1b pre-geotechnical UXO survey acquiring magnetometer array, bathymetry, side scan sonar, sub bottom profiler, ultra-high resolution multichannel seismic and environmental grab sample data across wind farm and along export cable corridor. Acquired by Gardline Limited. Geophysical Acquisition Dates 2018-05-01 to 2018-09-07. Projection: Horizontal datum: ETRS89 (2018.0) Ellipsoid name: GRS 1980 Coordinate system: UTM 31N Vertical Datum LAT","Vessel Primary and Secondary GPS Trackplots. Vessel: M.V. Ocean Endeavour. Equipment Type: Fugro Starpack 1 utilising Fugro Starfix XP2 corrections and Starpack 2 utilising Fugro Starfix HP corrections. Navigation Data Processing carried out using Gardline in house Voyager5 software. Raw navigation data were opened in Voyager5 and manually checked and corrected for any spikes or erroneous points. Once data cleaning has been carried out a light smooth filter of 11 points was added to the data which was then exported in shapefile format. The shapefile was opened in Global Mapper v15 and attributes were populated. Total Positional Uncertainty derived from the Fugro Starpack System ?É¬¢?? 0.1m. Every positions update and interpolated is plotted, data is not decimated.  MBES Transducer Trackplots, Vessel: M.V. Ocean Endeavour Equipment Type: Fugro Starpack Navigation Package. Navigation Data Processing carried out using Gardline in House Voyager5 Software. Raw data were opened in Voyager5 and manually checked and corrected for any spikes or erroneous points. Once data cleaning has been carried out a light smooth filter of 11 points was added to the data which was then exported in a shapefile format. The shapefile was opened in Global Mapper v15 and attributes were populated. Total Positional Uncertainty derived from the Fugro Starpack Navigation System - 0.1m. No decimation is applied. Side Scan Sonar Towpoint Trackplots, Vessel: M.V. Ocean Endeavour Equipment Type: Sonardyne Ranger 2 USBL System. Navigation Data Processing carried out using Gardline in House Voyager5 Software. Raw USBL data were opened in Voyager5 and manually checked and corrected for any spikes or erroneous points. Once data cleaning has been carried out a light smooth filter of 11 points was added to the data which was then exported in a shapefile format. The shapefile was opened in Global Mapper v15 and attributes were populated. Total Positional Uncertainty derived from the USBL data - 0.4% at1DRMS. Total Positional Uncertainty derived from the Fugro Starpack Navigation System - 0.1m. Decimation Strategy is a point per beacon ping, update rate of every 1s.  Magnetometer Towfish Trackplots, Vessel: M.V. Ocean Endeavour Equipment Type: Geometrics G882 Magnetometer and Sonardyne Ranger 2 USBL System. Navigation Data Processing carried out using Gardline in House Voyager5 Software. Raw USBL data were opened in Voyager5 and manually checked and corrected for any spikes or erroneous points. Once data cleaning has been carried out a light smooth filter of 11 points was added to the data which was then exported in a shapefile format. The shapefile was opened in Global Mapper v15 and attributes were populated. Total Positional Uncertainty derived from the USBL data - 0.4% at 1DRMS. Total Positional Uncertainty derived from the Fugro Starpack Navigation System - 0.1m. Decimation Strategy is a point per beacon ping, update rate of every 1s. Sub-bottom Profiler Trackplots, Vessel: M.V. Ocean Endeavour Equipment Type: Fugro Starpack Navigation Package. Navigation Data Processing carried out using Gardline in House Voyager5 Software. Raw data were opened in Voyager5 and manually checked and corrected for any spikes or erroneous points. Once data cleaning has been carried out a light smooth filter of 11 points was added to the data which was then exported in a shapefile format. The shapefile was opened in Global Mapper v15 and attributes were populated. Total Positional Uncertainty derived from the Fugro Starpack Navigation System - 0.1m. No decimation is applied.  Ultra High Resolution Seismic Trackplots, Vessel: M.V. Ocean Endeavour Equipment Type: Fugro Starpack Navigation Package. Navigation Data Processing carried out using Gardline in House Voyager5 Software. Raw data were opened in Voyager5 and manually checked and corrected for any spikes or erroneous points. Once data cleaning has been carried out a light smooth filter of 11 points was added to the data which was then exported in a shapefile format. The shapefile was opened in Global Mapper v15 and attributes were populated. Total Positional Uncertainty derived from the Fugro Starpack Navigation System - 0.1m. No decimation is applied. Near, Mid and Far offset trackplots represent the offset to the streamer, not CMP.",Y,Exclude - marine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cedeafd9fed2ce8fcbe83f17b2bbe156,5157,MEDIN Sample,"Scottish Environment Protection Agency (SEPA) - Aquaculture advice team, Dingwall office","geoscientificInformation,health,planningCadastre,biota",,"150923, Cooke Aquaculture Scotland Ltd, Wick of Vatsetter Marine Fin Fish Farm, site specific sea bed monitoring",,"Benthic monitoring of the sea bed adjacent to the fish farm as a requirement of the CAR licence for the site. Grab samples collected in proximity to the farm and at two reference locations. Samples analysed for: benthos, redox, psa, carbon and sea louse medicine residues.",This data was collected by an NMBAQC accredited marine consultant. Verified by Marine Science staff in SEPA.,Y,Exclude - marine,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,Y,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7b2f115cc5f85ce4ecb01f8aa10a2e08,3871,MEDIN Sample,"Scottish Environment Protection Agency (SEPA) - Aquaculture advice team, Dingwall office","geoscientificInformation,planningCadastre,biota",,"151007, Loch Duart Ltd, Drumbeg Marine Fin Fish Farm, site specific sea bed monitoring",,"Benthic monitoring of the sea bed adjacent to the fish farm as a requirement of the CAR licence for the site. Grab samples collected in proximity to the farm and at two reference locations. Samples analysed for: benthos, redox, psa, carbon.",This data was collected by an NMBAQC accredited marine consultant. Verified by Marine Science staff in SEPA.,Y,Exclude - marine,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,Y,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4d5fc2fd110dd727087eb6239498a84b ,,Medin,,"geoscientificInformation,planningCadastre,biota","Marine Environmental Data and Information Network,Geology,Land use,Species distribution,Concentration of other organic contaminants in sediment samples,Fauna abundance per unit area of the bed,Carbon concentrations in sediment,Nitrogen concentrations in sediment,Industrial activity,Redox potential in sediment,Sediment grain size parameters","160217, Loch Duart Ltd, Oldany Marine Fin Fish Farm, site specific sea bed monitoring",,"Benthic monitoring of the sea bed adjacent to the fish farm as a requirement of the CAR licence for the site.  Grab samples collected in proximity to the farm and at two reference locations.  Samples analysed for: benthos, redox, psa, carbon.",This data was collected by an NMBAQC accredited marine consultant.  Verified by Marine Science staff in SEPA.,Y,Exclude - marine,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,Y,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marine_Scotland_FishDAC_1721,6143,MEDIN Sample,Scottish Government (Marine Scotland),oceans,,1712A Clyde herring acoustic survey Alba Na Mara cruise 1712A,"1712A, Clyde, Herring acoustic survey, Alba Na Mara","Daily folders (6) of Simrad format (.raw) acoustic data. Echoview format (EV) format analysis files. Excel biological data for 7 pelagic hauls. Continual AGDS data.Objectives:1.To conduct an acoustic survey designed to survey both the open and enclosed areas of the Clyde to ultimately provide an estimate of the abundance and distribution of herring 2.To obtain samples of herring for biological analysis, including age, length, weight, sex, maturity and ichthyophonus infection.3.All other species caught will be measured for length and weight to establish a length weight relationship.","The survey will be carried out within an area bounded by approx. 55¬?N to 56¬?N and 04¬? 40‚Äô W to 05¬? 40‚Äô W. Echointegration will be carried out at 38, 120 and 200 kHz. Data gathered in the hours of darkness will not be used for stock assessment. Trawling operations will be carried out as and when marks are identified. Otoliths will be collected from a sub-sample of the herring to determine age. The maturity state and. presence of Icthyophonus infection will also be recorded.The track will be similar to that carried out by FRV Clupea in 1991 given below (Figure 1). The survey will involve following a pre-set survey pattern, at a steaming speed of 8 knots. The intention is to spend the first three days surveying the southern part of the area, weather permitting, finishing in Campbeltown to change Fishery Officers. The rest of the time left will be spent covering the northern part of the survey, finishing in Campbeltown to allow the Fishery Officer to disembark, before setting sail to be in Fraserburgh for the morning of the 14 October",Y,Exclude - marine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42de6c27e211e570b9cb74f136890f6b,3128,MEDIN Sample,Plymouth Marine Laboratory (PML),"biota,biota",,1866-1993 Isles of Scilly Marine fauna and flora: Mollusca,,Mollusc abundance data collated as part of the Scillies ATBI project,Journal of Natural History by S.M Turk and D.R. Seaward on Mollusca in the Isles of Scilly from 1866 to 1993.,Y,Exclude - marine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ebab494aee93d2e7a21bceff1910389,3505,MEDIN Sample,Data Archive for Seabed Species and Habitats (DASSH),biota,,"1938-1941 Cole, HA Essex Estuary Urosalpinx cinerea records",,This dataset is an amalgamation of ad-hoc sightings made by HA Cole from 1938 to 1941 of Urosalpinx cinerea in the oyster beds of the Essex estuaries.,"Part of MSFD NNS baseline data collation project (Jan 2016). Subset of a dataset as we were only pulling out records for a selection of INNS. Contains records for Urosalpinx cinerea. If any sensitive species or biotope records are present within this dataset, they will have been removed. If you wish to request access to sensitive species records, please contact the metadata contact. The UK Sensitive Species list has been agreed by UK statutory bodies and relevant experts. It can be viewed here https://docs.nbnatlas.org/sensitive-species-list/. Please note sensitive species lists can vary across the UK.",Y,Exclude - marine,,,,,,,,,,,,,,,,,,,,Y,,,,Y,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33fc8401-b66b-428a-9b74-191159f1cbcf,12412,MEDIN Sample,United Kingdom Hydrographic Office,elevation,,19560601 - North Sea - Skegness to Blakeney - Bathymetric Survey,,"This processed bathymetric data set has been derived from an Echosounder - single beam survey. The source data was collected, validated and processed for the purpose of Safety Of Life At Sea (SOLAS). The data set must not be used for navigation or to create products that could be used for navigation.",This data set has been derived from an Echosounder - single beam survey which was collected for the purpose of Safety of navigation. The survey has been validated and processed by the UK Hydrographic Office (UKHO).,Y,Exclude - marine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8f83708a853cd3ac2398dceac1c2448e,4213,MEDIN Sample,Data Archive for Seabed Species and Habitats (DASSH),biota,,1957 Marine Biological Association of the UK (MBA) European Continental Slope RV Sarsia Cruise No. 1,,"Records from the 1957 RV Sarsia Cruise No.1 on the European continental slope west of Brittany. Samples were collected using a mix of 4ft rectangular, bowed and new 3ft dredges. Data supplied by Dr. Eve Southward and collated by DASSH for the 'Dredging the Depths' project.","All samples were collected using a mix of 4ft rectangular, bowed and new 3ft dredges. Data supplied by Eve Southward and collated by DASSH for the 'Dredging the Depths' project.",Y,Exclude - marine,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16d165251718d5caf788514cd59f7194,2462,MEDIN Sample,Data Archive for Seabed Species and Habitats (DASSH),biota,,1958 Marine Biological Association of the UK (MBA) European Continental Slope RV Sarsia Cruise No. 6,,Records from the 1958 RV Sarsia cruise no. 6 to the European continental shelf off the west coast of France. Samples of benthos were collected using a mixture of 4ft rectangular dredge and bowed dredge. Records were supplied by Dr. Eve Southward and collated by DASSH as part of the 'Dredging the Depths' project.,All benthic samples were collected using a mixture of 4ft rectangular dredge and bowed dredge. Records were supplied by Eve Southward and collated by DASSH as part of the 'Dredging the Depths' project.,Y,Exclude - marine,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65368378d045d47827b2a934d936a4fd,3593,MEDIN Sample,Plymouth Marine Laboratory (PML),"biota,biota",,1964-1965 Isles of Scilly University of London Sub-Aqua Club expedition,"1964-1965 Isles of Scilly ULSAC expedition, Report of 1965 Expedition to the Scilly Isles",Species presence data collated as part of the Scillies ATBI project,Report by University of London Sub-Aqua Club on aquatic life in the Isles of Scilly from 1964 to 1965.,Y,Exclude - marine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835de69eed604ad20ad640bfa10d4400,3987,MEDIN Sample,Data Archive for Seabed Species and Habitats (DASSH),"biota,biota",,1969 northeast coast kelp holdfast data,,Detailed faunal data relating to a sublittoral survey of kelp holdfasts (Laminaria hyperborea) in northeast Britain as part of a multidisciplinary investigation of pollution in northeast Britain,"A programme was adopted involving the investigation of an instantaneous faunal pattern over a wide area and its environmental correlation. Physicochemical data relating to suspended solids, nutrient data and wave exposure was collected and is available in the references indicated. Fifteen approximately equidistant sites from St Abbs, Berwickshire to Flamborough Head, Yorkshire were sampled in July 1969 as close to the same time as practicable during one spring tide. Five samples (where possible) per site. The kelp holdfast was used as the sample unit. Samples were collected from flat surfaces with symmetrical holdfasts.   Detailed faunal data relating to a sublittoral survey of kelp holdfasts (Laminaria Hyperborea) in northeast Britain as part of a multidisciplinary investigation of pollution in northeast Britain. A programme was adopted involving the investigation of an instantaneous faunal pattern over a wide area and its environmental correlation.   Physicochemical data relating to suspended solids, nutrient data and wave exposure was collected and is available in the references indicated.  Fifteen approximately equidustant sites were sampled From St Abbs, Berwickshire to Flamborough Head, Yorkshire were sampled in July 1969 as nearly as practicable at the same time during one spring tide. Five samples (where possible) per site. The kelp holdfast was used as the sample unit. Samples were collected from flat surfaces with symmetrical holdfasts.",Y,Exclude - marine,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,Y,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0f2faf492283e6c3e9c6b750d1f4cb35,2344,MEDIN Sample,Data Archive for Seabed Species and Habitats (DASSH),"biota,biota",,1977 Marine Nature Conservation Review (MNCR) sector UK09 Bristol Channel and approaches Underwater Observation Scheme,"1977-1980 MNCR sector UK09 Bristol Channel and approaches Underwater Observation Scheme, 1977-1980 Marine Nature Conservation Review sector UK09 Bristol Channel and approaches Underwater Observation Scheme",Volunteer marine species records from MNCR Sector UK09 Bristol Channel collected during the Species Recording Scheme established in 1977 as part of the Underwater Conservation Year.,"The initiative laid the foundations for the Marine Conservation Society (MCS), previously the Underwater Conservation Society (UCS). Record cards detail species occurrence observed by amateur divers with an abundance scale (absent; present or common), in this case it has been entered as present or not present. A description of the bottom type is included, as well as a site description in some cases. This data was digitized by MarLIN under a Defra/NBN contract CRO313.",Y,Exclude - marine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f78608c7314b827b4676f44b1053f26d,5790,MEDIN Sample,Plymouth Marine Laboratory (PML),biota,,1978 Isles of Scilly Marine fauna and flora Tardigrada,,Tardigrada abundance data collated as part of the Scillies ATBI project,"Journal of Natural History by P.E. King, M.R. Fordy and C.I. Morgan on Tardigrada in the Isles of Scilly in 1978. FROM THE MATERIALS AND METHODS OF THE ABOVE PAPER The tardigrade material described in this paper was collected in July 1978 during a survey carried out by the Department of Zoology, University College of Swansea, using a research vessel Ocean Crest. Marine sand samples were collected from the littoral zone on the islands of Bryher, Tresco, St Agnes and St Mary's, and sublittorally by dredge from Bishop Rock, Crow Sound, St Ma~T's Sound (fig. 1). Samples of the intertidal lichen Lichina pygmaea were collected from amongst barnacles at Innisidger, St Mary's and the holothurian Lejotosynapta inhaerens was obtained from sandy shores on Tresco. In addition, the lichens Xanthoria parietina, Anaptychia fusca, Lichina confinis and Ramalina siliquosa were collected from boulders in the immediate supradittoral on St, Mary's.",Y,Exclude - marine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2efd0b6-fd23-49ee-a66b-533d7cdfdffb,15152,MEDIN Sample,United Kingdom Hydrographic Office,elevation,,19801022 - Atlantic Ocean - Sula Sgeir and Rona - Sula Sgeir to Rona - Bathymetric Survey,,"This processed bathymetric data set has been derived from an Echosounder - single beam survey. The source data was collected, validated and processed for the purpose of Safety Of Life At Sea (SOLAS). The data set must not be used for navigation or to create products that could be used for navigation.",This data set has been derived from an Echosounder - single beam survey which was collected for the purpose of Safety of navigation. The survey has been validated and processed by the UK Hydrographic Office (UKHO).,Y,Exclude - marine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b52e8c1f-d37d-4e48-89eb-6b00a0d5018d,15632,MEDIN Sample,United Kingdom Hydrographic Office,elevation,,19820806 - Outer Hebrides - Flannan Isles to Isle of Lewis - Laden Tankers Deep Water Block 2 - Bathymetric Survey,,"This processed bathymetric data set has been derived from an Echosounder - single beam survey. The source data was collected, validated and processed for the purpose of Safety Of Life At Sea (SOLAS). The data set must not be used for navigation or to create products that could be used for navigation.",This data set has been derived from an Echosounder - single beam survey which was collected for the purpose of Safety of navigation. The survey has been validated and processed by the UK Hydrographic Office (UKHO).,Y,Exclude - marine,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bf09c8b7-ea2e-4bab-90f3-983b71c57888,15877,MEDIN Sample,United Kingdom Hydrographic Office,elevation,,19831211 - HI3 - Irish Sea - Saint Georges Channel - Lambay Deep to Bardsey Island - Bathymetric Survey,,"This processed bathymetric data set has been derived from an Echosounder - single beam survey. The source data was collected, validated and processed for the purpose of Safety Of Life At Sea (SOLAS). The data set must not be used for navigation or to create products that could be used for navigation.","This data set has been derived from an Echosounder - single beam survey which was collected for the purpose of Safety of navigation, which was collected against S-44 survey specification (of the time). The survey has been validated and processed by the UKHO.",Y,Exclude - marine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
